sim_time,world_x,world_y,world_yaw,state
27.292,-2.4935107150830693,0.005857007108041884,1.2250302951276955,startup_and_global_localization
27.394,-2.4934992605847075,0.005887779721763961,1.2250302953281214,startup_and_global_localization
27.494,-2.4934886552048514,0.005917846562643606,1.2250302949420355,startup_and_global_localization
27.594,-2.4934780782474504,0.005947200044198011,1.2250302946230203,startup_and_global_localization
27.696,-2.493466971717558,0.005978201902596963,1.2250302944109266,startup_and_global_localization
27.798,-2.493456268123557,0.006008084748796561,1.2250302942136002,startup_and_global_localization
27.898,-2.4934455862057128,0.006037471229607538,1.225030294140035,startup_and_global_localization
27.998,-2.4934348441576573,0.006067306278778761,1.2250302942434772,startup_and_global_localization
28.1,-2.4934251346431218,0.006094472869920227,1.2250302943080549,navigate_east
28.202,-2.4798736587373496,0.001241725135758294,1.2250770395741832,navigate_east
28.304,-2.448469418139983,-0.01031890299041887,1.2249146669978537,navigate_east
28.404,-2.415720901654729,-0.022831458792298698,1.2247207993144533,navigate_east
28.504,-2.382931145378131,-0.03583079135756843,1.2246521314221939,navigate_east
28.606,-2.349605935536189,-0.04946506421194853,1.2249805816655794,navigate_east
28.708,-2.3164227277099383,-0.06348595134670967,1.2253094510838665,navigate_east
28.808,-2.284041421749899,-0.07759179930080606,1.2256346828980187,navigate_east
28.908,-2.251839173288642,-0.09205982023715455,1.225958313718999,navigate_east
29.01,-2.21915088805352,-0.10719307941152115,1.2262875826851618,navigate_east
29.112,-2.1866121457687813,-0.12267285344994978,1.226620823540743,navigate_east
29.212,-2.1547330403296674,-0.1379893711724963,1.226933375431113,navigate_east
29.312,-2.1228164248821093,-0.1532824972508548,1.2269544526992573,navigate_east
29.414,-2.0902501925683468,-0.1688768438770187,1.2267087787382251,navigate_east
29.516,-2.057730885596261,-0.18452801785928719,1.226446330459628,navigate_east
29.616,-2.0258546097493393,-0.1999047995816917,1.2261897373746693,navigate_east
29.716,-1.9940278790257173,-0.2153467451677733,1.2259190451832749,navigate_east
29.818,-1.9616383552489047,-0.23123175810080684,1.2256472474000963,navigate_east
29.92,-1.9293632181554747,-0.24732476713756352,1.225371514676848,navigate_east
30.022,-1.8972082293215748,-0.2636475815015357,1.2250883880129362,navigate_east
30.122,-1.865805872125779,-0.27988129468519884,1.2252931342254674,navigate_east
30.222,-1.834377008228469,-0.29618504032766896,1.2255546036094684,navigate_east
30.324,-1.8019874205004753,-0.31231086870398245,1.2258149383245376,navigate_east
30.426,-1.769468433480483,-0.3280986863037314,1.226095321949472,navigate_east
30.526,-1.7375611289598105,-0.34345355190164795,1.2263645359046602,navigate_east
30.626,-1.7056439530930407,-0.3587581929982863,1.226625052393421,navigate_east
30.728,-1.6731209162863419,-0.37440817711631735,1.2267859524074487,navigate_east
30.83,-1.6406410685197244,-0.39013520423780923,1.2264738650758802,navigate_east
30.93,-1.6088624748157134,-0.4056533832680399,1.2261667811170323,navigate_east
31.03,-1.5771806722649213,-0.421375267395961,1.225841988288519,navigate_east
31.132,-1.544975223333529,-0.43762439608705767,1.2255149628514794,navigate_east
31.234,-1.5127339075991448,-0.45388328432237757,1.2251743003699218,navigate_east
31.336,-1.4803903082558092,-0.4699879312393897,1.2248345269635623,navigate_east
31.436,-1.448708997817262,-0.4857705155781498,1.2245142612412414,navigate_east
31.536,-1.4170976543963105,-0.5016490573242185,1.2244634699815222,navigate_east
31.638,-1.3849715637758342,-0.5180394838253068,1.2247144594244117,navigate_east
